Suchbegriff aus hochgeladener Datei;Wirkstoff;Markenname des Medikaments;ATC-Code;Kapitelname;Satz, der das Wort enthält;Link zur Online-Referenz
polymorphen;Opipramol;"Insidon®";"N06AA05";Interaktionen;"Cytochrom P450: Es wurden keine spezifischen Interaktionsstudien mit Arzneimitteln, die durch das Cytochrom P450 metabolisiert werden, durchgeführt. Es gibt aber Hinweise, dass Opipramol dem polymorphen Metabolismus von CYP450 2D6 unterworfen ist (s. «Pharmakokinetik»). Daher kann die Wirkung von Opipramol verstärkt und verlängert werden, wenn gleichzeitig Arzneimittel verabreicht werden, welche Cytochrom P450 2D6 hemmen.";https://amiko.oddb.org/de/fi?gtin=28053&highlight=polymorphen&anchor=section8
polymorphen;Opipramol;"Insidon®";"N06AA05";Kinetik;"Opipramol wird in der Leber extensiv metabolisiert. Spezifische Interaktionsstudien mit Substanzen, welche durch Cytochrom P450 metabolisiert werden, wurden nicht durchgeführt. Aus einer Studie gibt es jedoch Hinweise, dass Opipramol dem polymorphen CYP 450 2D6 Metabolismus unterstellt ist (s. «Interaktionen»). Der Hauptmetabolit ist Dehydroxyethylopipramol, welcher pharmakologisch inaktiv ist.";https://amiko.oddb.org/de/fi?gtin=28053&highlight=polymorphen&anchor=section14
polymorphen;Tolterodin;"Tolterodin-Mepha retard, Depocaps";"G04BD07";Kinetik;"Tolterodin wird bei ca. 90-95% der kaukasischen Bevölkerung hauptsächlich von dem polymorphen Enzym CYP2D6 metabolisiert, woraus die Bildung des pharmakologisch aktiven 5-Hydroxymethylmetaboliten (DD01) resultiert. Bei schlechten Metabolisierern (solchen mit einem Defizit an CYP2D6) wird Tolterodin via die CYP3A-Isoenzyme dealkyliert, wobei N-dealkyliertes Tolterodin entsteht. Dieser Metabolit trägt nicht zum klinischen Effekt bei. Die systemische Clearance von Tolterodin beträgt ca. 30 l/h. Die Halbwertszeit für Tolterodin und den 5-Hydroxymethylmetaboliten beträgt ca. 6 Stunden. Bei schlechten Metabolisierern ist die Halbwertszeit für Tolterodin verlängert (11 Stunden) und die Clearance reduziert. Bei diesen Patienten wurden um das ca. 7-fache ansteigende Tolterodinkonzentrationen, verbunden mit nicht nachweisbaren Konzentrationen des 5-Hydroxymethylmetaboliten, nachgewiesen. Es ergaben sich hieraus keine Unterschiede hinsichtlich der Sicherheit und Verträglichkeit.";https://amiko.oddb.org/de/fi?gtin=66327&highlight=polymorphen&anchor=section14
polymorphen;Amifampridin;"Firdapse® Tabletten";"N07XX05";Vorsichtsmassnahmen;"Die Pharmakokinetik und systemische Amifampridin-Exposition wird vor allem durch die metabolische Acetylierungsaktivität von polymorphen N-Acetyl-Transferase (NAT)-Enzymen (Acetylator-Phänotyp) insgesamt sowie durch den NAT2-Genotyp beeinflusst (siehe Rubrik «Pharmakokinetik»), wie in der Studie mit gesunden Probanden gezeigt werden konnte. In dieser Studie traten bei langsam acetylierenden Probanden mehr unerwünschte Wirkungen auf als bei schnell acetylierenden Probanden. Das Sicherheitsprofil in dieser Studie steht in Einklang mit unerwünschten Wirkungen, die bei mit Firdapse behandelten Patienten beobachtet wurden.";https://amiko.oddb.org/de/fi?gtin=61853&highlight=polymorphen&anchor=section7
polymorphen;Palivizumab;"Synagis®";"J06BB16";Eigenschaften/Wirkungen;"Palivizumab bindet eine hochkonservierte Region am extrazellulären Bereich des reifen RSV F-Proteins, den man als Antigenseite II oder A Antigenseite bezeichnet, der die Aminosäuren 262 bis 275 umfasst. Es ist nachgewiesen worden, dass alle RSV-Mutanten, die eine Resistenz gegenüber Palivizumab aufweisen, Veränderungen der Aminosäuren in dieser Region des F-Proteins enthalten. Für keine bekannten polymorphen oder nicht-polymorphen Sequenzvariationen ausserhalb der A Antigenseite des RSV F-Proteins wurde nachgewiesen, dass sie zu einer Resistenz des RSV gegenüber einer Neutralisation durch Palivizumab führen. Mindestens eine der mit einer Palivizumab-Resistenz assoziierten Substitutionen, N262D, K272E/Q oder S275F/L, wurde in 8 von 126 klinischen RSV-Isolaten von Probanden, die eine Immunprophylaxe nicht erreichten, identifiziert, was einer kombinierten Resistenz-assoziierten Mutationshäufigkeit von 6,3% entspricht.";https://amiko.oddb.org/de/fi?gtin=55110&highlight=polymorphen&anchor=section13
polymorphen;Moclobemid;"Moclo A®";"N06AG02";Kinetik;"Moclobemid wird teilweise durch die polymorphen Isoenzyme CYP450 2C19 (Mephenytoin Polymorphismus) und CYP450 2D6 (Debrisoquin-Polymorphismus) metabolisiert. Daher könnte der Metabolismus von Moclobemid bei genetisch bedingten oder Arzneimittel-induzierten langsamen Metabolisierern beeinflusst werden. Zwei Studien, die durchgeführt wurden, um den Einfluss dieser Effekte zu untersuchen, zeigen, dass diese aufgrund der vielfältigen alternativen Metabolisierungswege therapeutisch nur für den Mephenytoin-Polymorphismus (CYP450 2C19) relevant ist und eine Dosierungsanpassung notwendig werden kann.";https://amiko.oddb.org/de/fi?gtin=55547&highlight=polymorphen&anchor=section14
polymorphen;Kombinationen;"Benylin® mit Codein N";"R05DA20";Kinetik;"Codein hat eine Plasmahalbwertszeit zwischen 3 und 4 Stunden. Die Metabolisierung erfolgt über die Leber durch O-Demethylierung zu Morphin (ca. 10%), N-Demethylierung zu Norcodein und Konjugation zum Glucuronid und Sulfat, sowohl von unverändertem Arzneistoff als auch von anderen Metaboliten, wie zum Beispiel Normorphin und Hydrocodon. Ungefähr 50% werden präsystemisch im Darm und der Leber metabolisiert. Die Ausscheidung erfolgt hauptsächlich über die Nieren, vor allem als Glucuronsäurekonjugate. Die O-Methylierung von Codein ist vom CYP2D6-Phänotyp des Patienten abhängig und unterliegt damit der gleichen polymorphen genetischen Regulierung wie die 4-Hydroxylierung von Debrisoquin.";https://amiko.oddb.org/de/fi?gtin=55818&highlight=polymorphen&anchor=section14
polymorphen;Moclobemid;"Aurorix®";"N06AG02";Kinetik;"Moclobemid wird teilweise durch die polymorphen Isoenzyme CYP450 2C19 (Mephenytoin-Polymorphismus) und CYP450 2D6 (Debrisoquin-Polymorphismus) metabolisiert. Daher könnte der Metabolismus von Moclobemid bei genetisch bedingten oder Arzneimittel-induzierten langsamen Metabolisierern beeinflusst werden. Zwei Studien, die durchgeführt wurden, um den Einfluss dieser Effekte zu untersuchen, zeigen, dass diese aufgrund der vielfältigen alternativen Metabolisierungswege therapeutisch nur für den Mephenytoin-Polymorphismus (CYP450 2C19) relevant ist und eine Dosierungsanpassung notwendig werden kann.";https://amiko.oddb.org/de/fi?gtin=50085&highlight=polymorphen&anchor=section14
polymorphen;Topiramat;"Topiramat Spirig HC®";"N03AX11";Interaktionen;"Wird Topiramat zusätzlich zu den Antiepileptika Carbamazepin, Valproinsäure, Phenobarbital, Primidon verabreicht, hat dies keine Auswirkung auf deren Steady-State-Plasmakonzentrationen: Bei einigen Patienten, die mit Phenytoin behandelt werden, kann die zusätzliche Gabe von Topiramat allerdings zu einer Erhöhung (um 25%) des Phenytoin-Plasmaspiegels führen, bei anderen blieben die Phenytoin-Plasmaspiegel jedoch unverändert. Dies ist wahrscheinlich auf die Hemmung des polymorphen Cytochroms P 450 CYP2C meph zurückzuführen. Demzufolge ist der Phenytoin-Spiegel von Patienten unter Phenytoin, bei denen klinische Zeichen oder Symptome von Toxizität auftreten, zu überwachen.";https://amiko.oddb.org/de/fi?gtin=58642&highlight=polymorphen&anchor=section8
polymorpher;Trimipramin;"Surmontil®";"N06AA06";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7,55. Evtl. zusätzlich Lidocain i.v. verabreichen. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de pointes: Gabe von Magnesiumsulfat 0,5 bis 1,5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=28789&highlight=polymorpher&anchor=section12
polymorpher;Amitriptylin und Psycholeptika;"Limbitrol® Kapseln";"N06CA01";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (Erwachsene 50-100 mmol, Kinder 1-2 mmol/kg i.v. als Bolus (über <5 Min.) unter engmaschiger Kontrolle der ABGA) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7.50-7.55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de pointes: Gabe von Magnesiumsulfat 8 mmol langsam i.v., eventuell nach 10-15 Minuten wiederholen; eventuell gefolgt von einer Dauerinfusion von 0,6-4,8 mmol/h.";https://amiko.oddb.org/de/fi?gtin=33354&highlight=polymorpher&anchor=section12
polymorpher;Ibutilid;"Corvert®";"C01BD05";Kontraindikationen;"Ebenso ist Corvert kontraindiziert bei Patienten mit polymorpher ventrikulärer Tachykardie (z.B. Torsades de pointes) in der Anamnese.";https://amiko.oddb.org/de/fi?gtin=53862&highlight=polymorpher&anchor=section6
polymorpher;Ibutilid;"Corvert®";"C01BD05";Vorsichtsmassnahmen;"Während den klinischen Versuchen an 805 Patienten unter Ibutilid (Corvert) trat bei 1,9% der Patienten mit Vorhofflimmern oder Vorhofflattern eine anhaltende polymorphe ventrikuläre Tachykardie auf, die eine Kardioversion erforderte. Bei 3,1% der Patienten stellte sich vorübergehend eine polymorphe ventrikuläre Tachykardie ein. Bei diesen klinischen Versuchen erfolgten mit Ausnahme eines einzigen Patienten alle anfänglichen Episoden polymorpher ventrikulärer Tachykardie entweder während der Infusion oder innerhalb von 40 Minuten nach Behandlungsbeginn. Eine persistierende monomorphe ventrikuläre Tachykardie trat bei 0,2% der mit Corvert behandelten Patienten auf; eine vorübergehende monomorphe ventrikuläre Tachykardie bei 4,5%.";https://amiko.oddb.org/de/fi?gtin=53862&highlight=polymorpher&anchor=section7
polymorpher;Ibutilid;"Corvert®";"C01BD05";Unerwünschte Wirkungen;"* Vier Patienten wurden hier zweimal aufgeführt: Zwei Patienten mit persistierender polymorpher VT und vorübergehender polymorpher VT; ein Patient mit persistierender polymorpher VT und persistierender monomorpher VT; ein Patient mit persistierender monomorpher VT und vorübergehender polymorpher VT.";https://amiko.oddb.org/de/fi?gtin=53862&highlight=polymorpher&anchor=section11
polymorpher;Ibutilid;"Corvert®";"C01BD05";Kinetik;"Die Pharmakokinetik von Corvert bei Patienten mit Vorhofflimmern und Vorhofflattern ist unabhängig von der Art der Arrhythmie, dem Alter des Patienten oder dessen Geschlecht, der linksventrikulären Ejektionsfraktion, dem Auftreten polymorpher ventrikulärer Tachykardie oder von der gleichzeitigen Verwendung von Digoxin, Calciumkanal-Blockern oder Beta-Rezeptorenblockern.";https://amiko.oddb.org/de/fi?gtin=53862&highlight=polymorpher&anchor=section14
polymorpher;Amitriptylin;"Saroten® Retard";"N06AA09";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7.55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarrythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de Pointes: Gabe von Magnesiumsulfat 0.5 bis 1.5 g i.v. als einmalige Injektion. ";https://amiko.oddb.org/de/fi?gtin=37360&highlight=polymorpher&anchor=section12
polymorpher;Nortriptylin;"Nortrilen®";"N06AA10";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7,55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de pointes: Gabe von Magnesiumsulfat 0,5 bis 1,5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=30986&highlight=polymorpher&anchor=section12
polymorpher;Melitracen und Psycholeptika;"Deanxit® Filmtabletten";"N06CA02";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7.55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie von Typ Torsades de Pointes: Gabe von Magnesiumsulfat 0.5 bis 1.5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=65854&highlight=polymorpher&anchor=section12
polymorpher;Trimipramin;"Trimipramine Zentiva®";"N06AA06";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7,55. Evtl. zusätzlich Lidocain i.v. verabreichen. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de pointes: Gabe von Magnesiumsulfat 0,5 bis 1,5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=58345&highlight=polymorpher&anchor=section12
polymorpher;Clomipramin;"Anafranil®";"N06AA04";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7.55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de pointes: Gabe von Magnesiumsulfat 0.5 bis 1.5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=32934&highlight=polymorpher&anchor=section12
polymorpher;Opipramol;"Insidon®";"N06AA05";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arryhthmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7,55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarryhthmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade de Pointes: Gabe von Magnesiumsulfat 0,5 bis 1,5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=28053&highlight=polymorpher&anchor=section12
polymorpher;Hydroxychloroquin;"Plaquenil®";"P01BA02";Unerwünschte Wirkungen;"Einzelfälle: bullöse Eruptionen einschliesslich polymorpher Erytheme und Stevens-Johnson-Syndrom, toxische epidermale Nekrolyse, Lichtempfindlichkeit, exfoliative Dermatitis und DRESS-Syndrom (Drug Rash with Eosinophilia and Systemic Symptoms).";https://amiko.oddb.org/de/fi?gtin=53831&highlight=polymorpher&anchor=section11
polymorpher;Melitracen und Psycholeptika;"Deanxit® Dragées";"N06CA02";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 Min.) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7.55. Evtl. zusätzlich Lidocain i.v. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie von Typ Torsades de Pointes: Gabe von Magnesiumsulfat 0.5 bis 1.5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=35859&highlight=polymorpher&anchor=section12
polymorpher;Hydroxychloroquin;"Hydroxychloroquine Zentiva®";"P01BA02";Unerwünschte Wirkungen;"Einzelfälle: bullöse Eruptionen einschliesslich polymorpher Erytheme und Stevens-Johnson-Syndrom, toxische epidermale Nekrolyse, Lichtempfindlichkeit, exfoliative Dermatitis und DRESS-Syndrom (Drug Rash with Eosinophilia and Systemic Symptoms)..";https://amiko.oddb.org/de/fi?gtin=62215&highlight=polymorpher&anchor=section11
polymorpher;Metformin und Canagliflozin;"Vokanamet®";"A10BD16";Unerwünschte Wirkungen;"Unerwünschte Reaktionen in Zusammenhang mit Photosensibilität (einschliesslich Photosensibilitätsreaktionen, polymorpher Lichtdermatose und Sonnenbrand) traten bei Anwendung des Vergleichspräparats und bei Anwendung von Canagliflozin 100 mg bzw. Canagliflozin 300 mg bei 0,1%, 0,2% bzw. 0,2% der Patienten auf.";https://amiko.oddb.org/de/fi?gtin=63239&highlight=polymorpher&anchor=section11
polymorpher;Canagliflozin;"Invokana®";"A10BX11";Unerwünschte Wirkungen;"Unerwünschte Reaktionen in Zusammenhang mit Photosensibilität (einschliesslich Photosensibilitätsreaktionen, polymorpher Lichtdermatose und Sonnenbrand) traten bei Anwendung der Vergleichspräparate und bei Anwendung von Invokana 100 mg bzw. Invokana 300 mg bei 0,1%, 0,2% bzw. 0,2% der Patienten auf.";https://amiko.oddb.org/de/fi?gtin=62956&highlight=polymorpher&anchor=section11
polymorpher;Trimipramin;"Trimipramin Sandoz® Tabletten/Tropfen";"N06AA06";Überdosierung;"Bei arterieller Hypotonie und/oder ventrikulären Arrhythmien mit Verbreiterung des QRS-Komplexes im EKG (>100 msec) ist die Behandlung mit Natriumbikarbonat (1 mmol/kg) als Bolus oder als Kurzinfusion (5 min) angezeigt. Dies kann wiederholt werden, bis der Blutdruck ansteigt und die EKG-Veränderungen sich bessern, aber höchstens bis zu einem maximalen arteriellen pH von 7,55. Evtl. zusätzlich Lidocain i.v. verabreichen. Bei Bradyarrhythmien ist die Einlage eines provisorischen Schrittmachers indiziert. Bei polymorpher Kammertachykardie vom Typ Torsade-de-Pointes: Gabe von Magnesiumsulfat 0,5 bis 1,5 g i.v. als einmalige Injektion.";https://amiko.oddb.org/de/fi?gtin=55835&highlight=polymorpher&anchor=section12
polymorphes;Leflunomid;"Leflunomid-Mepha Lactab®";"L04AA13";Unerwünschte Wirkungen;"Sehr selten Stevens-Johnson-Syndrom, Lyell-Syndrom, polymorphes Erythem.";https://amiko.oddb.org/de/fi?gtin=62222&highlight=polymorphes&anchor=section11
polymorphes;Leflunomid;"Leflunomid Gebro";"L04AA13";Unerwünschte Wirkungen;"Sehr selten Stevens-Johnson-Syndrom, Lyell-Syndrom, polymorphes Erythem.";https://amiko.oddb.org/de/fi?gtin=61443&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Valproat Sandoz®";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms).";https://amiko.oddb.org/de/fi?gtin=57384&highlight=polymorphes&anchor=section11
polymorphes;Leflunomid;"Leflunomide Zentiva®";"L04AA13";Unerwünschte Wirkungen;"Sehr selten Stevens-Johnson-Syndrom, Lyell-Syndrom, polymorphes Erythem.";https://amiko.oddb.org/de/fi?gtin=62248&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Convulex Kapseln und Sirup";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms). Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=40410&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Depakine® Chrono";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms), Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=47693&highlight=polymorphes&anchor=section11
polymorphes;Benzylpenicillin;"Penicillin «Grünenthal»";"J01CE01";Unerwünschte Wirkungen;"Gelegentlich bis häufig: Allergische Reaktionen z.B. allergische Vaskulitis, angioneurotisches Ödem, Bronchospasmus, Larynxödem, eosinophile pulmonale Infiltrate, Serumkrankheits-Syndrom, polymorphes (morbilli- oder scarlatiniformes) Exanthem mit und ohne Eosinophilie, Urtikaria, ödematöse Hauterscheinungen, Erythema nodosum, allergische Purpura.";https://amiko.oddb.org/de/fi?gtin=56271&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Depakine®";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms), Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=50271&highlight=polymorphes&anchor=section11
polymorphes;Dexlansoprazol;"Dexilant®";"A02BC06";Kinetik;"Dexlansoprazol wird in der Leber extensiv durch Oxidation, Reduktion und anschliessender Bildung von Sulfat-, Glucuronid- und Glutathion-Konjugaten zu inaktiven Metaboliten metabolisiert. Oxidative Metaboliten werden durch das Cytochrom P450 (CYP) Enzymsystem gebildet, einschliesslich der Hydroxylierung hauptsächlich durch CYP2C19 und Oxidation zum Sulfon durch CYP3A4. CYP2C19 ist ein polymorphes Leberenzym, das bezüglich Metabolismus von CYP2C19-Substraten drei Phänotypen aufweist; extensive Metabolisierer (*1/*1), intermediäre Metabolisierer (*1/mutant) und langsame Metabolisierer (mutant/mutant). Die systemische Exposition von Dexlansoprazol ist bei langsamen Metabolisierern etwa vierfach höher als bei extensiven Metabolisierern. Dexlansoprazol ist die bedeutendste im Plasma zirkulierende Komponente, ungeachtet des CYP2C19-Metabolisiererstatus. Bei intermediären und extensiven CYP2C19-Metabolisierern sind die Hauptmetaboliten im Plasma 5-Hydroxy-Dexlansoprazol und sein Glucuronid-Konjugat, während bei langsamen CYP2C19-Metabolisierern Dexlansoprazol-Sulfon der Hauptmetabolit im Plasma ist.";https://amiko.oddb.org/de/fi?gtin=62993&highlight=polymorphes&anchor=section14
polymorphes;Leflunomid;"Leflunomid Spirig HC®";"L04AA13";Unerwünschte Wirkungen;"Sehr selten Stevens-Johnson-Syndrom, Lyell-Syndrom, polymorphes Erythem.";https://amiko.oddb.org/de/fi?gtin=62987&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Valproat Chrono Desitin®";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms), Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=57969&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Orfiril® Injektionslösung";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms), Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=54331&highlight=polymorphes&anchor=section11
polymorphes;Leflunomid;"Arava®";"L04AA13";Unerwünschte Wirkungen;"Sehr selten Stevens-Johnson-Syndrom, Lyell-Syndrom, polymorphes Erythem.";https://amiko.oddb.org/de/fi?gtin=54834&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Valproate Chrono Sanofi®";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms), Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=53112&highlight=polymorphes&anchor=section11
polymorphes;Leflunomid;"Leflunomid Sandoz®";"L04AA13";Unerwünschte Wirkungen;"Sehr selten Stevens-Johnson-Syndrom, Lyell-Syndrom, polymorphes Erythem.";https://amiko.oddb.org/de/fi?gtin=61505&highlight=polymorphes&anchor=section11
polymorphes;Valproinsäure;"Orfiril®/- long";"N03AG01";Unerwünschte Wirkungen;"Selten: Lyell-Syndrom, Stevens-Johnson-Syndrom, polymorphes Erythem, Syndrome der Arzneimittelüberempfindlichkeit oder DRESS (Drug Rash with Eosinophilia and Systemic Symptoms), Störungen des Haarwachstums (abnorme Textur, Änderung der Haarfarbe, abnormes Haarwachstum).";https://amiko.oddb.org/de/fi?gtin=54268&highlight=polymorphes&anchor=section11
polymorphes;Estradiol;"Oestrogel®";"G03CA03";Unerwünschte Wirkungen;"Selten: polymorphes Erythem, Erythema nodosum, vaskuläre Purpura.";https://amiko.oddb.org/de/fi?gtin=46638&highlight=polymorphes&anchor=section11
Polymorphie;Levocetirizin;"Levocetirizin Sandoz®";"R06AE09";Kinetik;"Das pharmakokinetische Profil von Levocetirizin ist linear und unabhängig von Einzel- oder Mehrfachgabe, wobei die interindividuelle Variabilität gering ist. Es gibt keine Hinweise auf eine relevante Variabilität aufgrund von Geschlecht, Polymorphie oder Raucherstatus. Das pharmakokinetische Profil von Levocetirizin ([R]-Enantiomer von Cetirizin) ist mit dem von Cetirizin (Razemat) identisch. Im Verlauf der Absorption und Elimination tritt keine chirale Inversion auf.";https://amiko.oddb.org/de/fi?gtin=62522&highlight=Polymorphie&anchor=section14
